,ftm,home,opponent,Age_x,#days_x,BA,OBP,SLG,OPS,ERA,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,throws,bats,opp_hand,VAL
1342,Houston Astros,0,Los Angeles Dodgers,27.0,14.0,0.217,0.27899999999999997,0.41100000000000003,0.69,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,R,False,2.0
1343,Atlanta Braves,0,New York Mets,34.0,0.0,0.312,0.375,0.48,0.855,4.68,0.0,213.0,907.0,67%,17%,10%,30%,29%,8%,1.32,0.312,9.0,3.33,R,L,True,23.0
1344,Los Angeles Angels,0,Cleveland Indians,27.0,0.0,0.214,0.255,0.366,0.62,3.13,0.0,101.0,375.0,65%,24%,14%,52%,19%,2%,1.261,0.306,12.9,2.54,L,R,True,0.0
1345,Los Angeles Angels,0,Cleveland Indians,27.0,0.0,0.214,0.255,0.366,0.62,3.13,0.0,101.0,375.0,65%,24%,14%,52%,19%,2%,1.261,0.306,12.9,2.54,L,R,True,0.0
1346,Arizona D'Backs,1,San Francisco Giants,24.0,0.0,0.249,0.32299999999999995,0.41600000000000004,0.74,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,S,True,5.0
1347,Pittsburgh Pirates,1,St. Louis Cardinals,29.0,0.0,0.275,0.321,0.45799999999999996,0.778,3.97,1.0,201.0,883.0,61%,15%,14%,41%,21%,6%,1.456,0.307,10.9,2.62,L,R,True,0.0
1348,Cleveland Indians,1,Los Angeles Angels,30.0,17.0,0.255,0.32299999999999995,0.425,0.747,3.18,0.0,228.0,936.0,63%,17%,11%,34%,28%,11%,1.147,0.27,9.7,3.39,R,L,True,0.0
1349,Cleveland Indians,1,Los Angeles Angels,30.0,17.0,0.255,0.32299999999999995,0.425,0.747,3.18,0.0,228.0,936.0,63%,17%,11%,34%,28%,11%,1.147,0.27,9.7,3.39,R,L,True,0.0
1350,Boston Red Sox,1,New York Yankees,30.0,0.0,0.335,0.406,0.654,1.06,3.9,1.0,483.0,1846.0,66%,17%,14%,48%,21%,6%,1.1079999999999999,0.265,9.1,4.03,R,R,False,9.0
1351,St. Louis Cardinals,0,Pittsburgh Pirates,29.0,0.0,0.306,0.366,0.469,0.835,3.44,0.0,563.0,2161.0,63%,17%,7%,41%,28%,7%,1.199,0.255,6.0,2.0,R,R,False,6.0
1352,Detroit Tigers,0,Oakland Athletics,28.0,0.0,0.223,0.272,0.321,0.5920000000000001,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,R,False,0.0
1353,San Francisco Giants,0,Arizona D'Backs,31.0,0.0,0.255,0.354,0.415,0.769,4.91,1.0,350.0,1480.0,62%,18%,12%,39%,27%,8%,1.4380000000000002,0.315,11.6,2.36,L,R,True,9.0
1354,Colorado Rockies,0,Milwaukee Brewers,23.0,0.0,0.245,0.32899999999999996,0.401,0.731,2.38,0.0,191.0,791.0,66%,15%,15%,35%,32%,14%,1.147,0.313,11.5,4.46,R,L,True,0.0
1355,New York Mets,1,Atlanta Braves,26.0,0.0,0.33,0.391,0.48,0.871,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,L,True,7.0
1356,Pittsburgh Pirates,1,St. Louis Cardinals,31.0,10.0,0.262,0.32899999999999996,0.397,0.726,3.97,1.0,201.0,883.0,61%,15%,14%,41%,21%,6%,1.456,0.307,10.9,2.62,L,R,True,7.0
1357,Kansas City Royals,0,Minnesota Twins,29.0,0.0,0.304,0.373,0.431,0.8029999999999999,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,R,False,25.0
1358,New York Mets,1,Atlanta Braves,30.0,1.0,0.213,0.297,0.37799999999999995,0.6759999999999999,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,R,False,14.0
1360,St. Louis Cardinals,0,Pittsburgh Pirates,35.0,0.0,0.272,0.322,0.44799999999999995,0.77,3.44,0.0,563.0,2161.0,63%,17%,7%,41%,28%,7%,1.199,0.255,6.0,2.0,R,R,False,8.0
1361,Chicago White Sox,0,Tampa Bay Rays,23.0,0.0,0.218,0.302,0.392,0.6940000000000001,3.84,0.0,510.0,1961.0,65%,17%,8%,38%,28%,9%,1.262,0.28,8.0,2.68,L,S,True,2.0
1362,Toronto Blue Jays,0,Seattle Mariners,35.0,0.0,0.26,0.33899999999999997,0.46799999999999997,0.807,3.9,0.0,642.0,2292.0,67%,18%,8%,50%,25%,5%,1.261,0.297,5.6,3.1,R,S,True,0.0
1363,Pittsburgh Pirates,1,St. Louis Cardinals,25.0,0.0,0.267,0.331,0.381,0.7120000000000001,3.97,1.0,201.0,883.0,61%,15%,14%,41%,21%,6%,1.456,0.307,10.9,2.62,L,L,False,0.0
1364,Boston Red Sox,1,New York Yankees,32.0,1.0,0.259,0.327,0.47200000000000003,0.8,3.9,1.0,483.0,1846.0,66%,17%,14%,48%,21%,6%,1.1079999999999999,0.265,9.1,4.03,R,L,True,0.0
1365,Milwaukee Brewers,1,Colorado Rockies,29.0,0.0,0.248,0.313,0.45799999999999996,0.7709999999999999,1.59,0.0,241.0,985.0,64%,25%,13%,46%,25%,8%,0.914,0.248,13.1,3.64,R,L,True,16.0
1366,Los Angeles Dodgers,1,Houston Astros,27.0,0.0,0.256,0.377,0.584,0.961,3.14,0.0,244.0,933.0,67%,17%,17%,52%,22%,2%,1.238,0.34600000000000003,12.9,4.32,R,L,True,0.0
1367,St. Louis Cardinals,0,Pittsburgh Pirates,23.0,0.0,0.28300000000000003,0.34600000000000003,0.425,0.7709999999999999,3.44,0.0,563.0,2161.0,63%,17%,7%,41%,28%,7%,1.199,0.255,6.0,2.0,R,R,False,0.0
1368,Washington Nationals,1,Cincinnati Reds,33.0,0.0,0.309,0.34700000000000003,0.456,0.8029999999999999,5.17,2.0,184.0,682.0,61%,14%,11%,46%,30%,9%,1.8259999999999998,0.325,6.1,0.93,L,L,False,3.0
1369,Arizona D'Backs,1,San Francisco Giants,27.0,0.0,0.204,0.247,0.387,0.635,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,0.0
1370,Colorado Rockies,0,Milwaukee Brewers,27.0,19.0,0.22699999999999998,0.253,0.39799999999999996,0.65,2.38,0.0,191.0,791.0,66%,15%,15%,35%,32%,14%,1.147,0.313,11.5,4.46,R,R,False,4.0
1371,Chicago White Sox,0,Tampa Bay Rays,26.0,0.0,0.28,0.374,0.43,0.804,3.84,0.0,510.0,1961.0,65%,17%,8%,38%,28%,9%,1.262,0.28,8.0,2.68,L,L,False,0.0
1372,New York Mets,1,Atlanta Braves,25.0,8.0,0.265,0.387,0.503,0.89,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,L,True,10.0
1374,Boston Red Sox,1,New York Yankees,31.0,0.0,0.257,0.282,0.371,0.653,3.9,1.0,483.0,1846.0,66%,17%,14%,48%,21%,6%,1.1079999999999999,0.265,9.1,4.03,R,R,False,6.0
1375,Baltimore Orioles,0,Texas Rangers,24.0,0.0,0.22699999999999998,0.309,0.371,0.68,3.07,0.0,65.0,264.0,59%,16%,10%,39%,29%,10%,1.568,0.289,8.6,1.56,L,R,True,6.0
1376,Kansas City Royals,0,Minnesota Twins,24.0,0.0,0.23199999999999998,0.295,0.589,0.884,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,L,True,0.0
1377,Texas Rangers,1,Baltimore Orioles,24.0,0.0,0.26899999999999996,0.345,0.47100000000000003,0.816,5.98,0.0,182.0,724.0,64%,12%,18%,46%,31%,6%,1.5490000000000002,0.381,12.8,2.76,L,L,False,9.0
1378,Los Angeles Angels,0,Cleveland Indians,23.0,0.0,0.26899999999999996,0.348,0.52,0.868,3.13,0.0,101.0,375.0,65%,24%,14%,52%,19%,2%,1.261,0.306,12.9,2.54,L,L,False,12.0
1379,Los Angeles Angels,0,Cleveland Indians,23.0,0.0,0.26899999999999996,0.348,0.52,0.868,3.13,0.0,101.0,375.0,65%,24%,14%,52%,19%,2%,1.261,0.306,12.9,2.54,L,L,False,12.0
1380,Oakland Athletics,1,Detroit Tigers,24.0,0.0,0.237,0.322,0.44299999999999995,0.765,6.07,0.0,140.0,578.0,62%,16%,12%,39%,29%,9%,1.7530000000000001,0.35600000000000004,9.1,1.88,L,L,False,21.0
1381,Pittsburgh Pirates,1,St. Louis Cardinals,25.0,19.0,0.19,0.203,0.33299999999999996,0.536,3.97,1.0,201.0,883.0,61%,15%,14%,41%,21%,6%,1.456,0.307,10.9,2.62,L,R,True,3.0
1383,St. Louis Cardinals,0,Pittsburgh Pirates,27.0,3.0,0.275,0.319,0.409,0.728,3.44,0.0,563.0,2161.0,63%,17%,7%,41%,28%,7%,1.199,0.255,6.0,2.0,R,R,False,3.0
1384,Chicago White Sox,0,Tampa Bay Rays,26.0,0.0,0.239,0.28,0.475,0.755,3.84,0.0,510.0,1961.0,65%,17%,8%,38%,28%,9%,1.262,0.28,8.0,2.68,L,L,False,16.0
1385,San Francisco Giants,0,Arizona D'Backs,27.0,0.0,0.25,0.308,0.34600000000000003,0.654,4.91,1.0,350.0,1480.0,62%,18%,12%,39%,27%,8%,1.4380000000000002,0.315,11.6,2.36,L,L,False,0.0
1386,Colorado Rockies,0,Milwaukee Brewers,31.0,0.0,0.28600000000000003,0.33799999999999997,0.377,0.715,2.38,0.0,191.0,791.0,66%,15%,15%,35%,32%,14%,1.147,0.313,11.5,4.46,R,L,True,2.0
1387,Boston Red Sox,1,New York Yankees,35.0,0.0,0.304,0.39299999999999996,0.57,0.963,3.9,1.0,483.0,1846.0,66%,17%,14%,48%,21%,6%,1.1079999999999999,0.265,9.1,4.03,R,R,False,2.0
1388,Los Angeles Dodgers,1,Houston Astros,26.0,2.0,0.243,0.319,0.511,0.83,3.14,0.0,244.0,933.0,67%,17%,17%,52%,22%,2%,1.238,0.34600000000000003,12.9,4.32,R,L,True,4.0
1389,San Francisco Giants,0,Arizona D'Backs,35.0,0.0,0.22,0.253,0.293,0.546,4.91,1.0,350.0,1480.0,62%,18%,12%,39%,27%,8%,1.4380000000000002,0.315,11.6,2.36,L,R,True,0.0
1390,Arizona D'Backs,1,San Francisco Giants,30.0,0.0,0.306,0.364,0.5479999999999999,0.912,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,L,False,0.0
1391,Cincinnati Reds,0,Washington Nationals,24.0,0.0,0.29100000000000004,0.33299999999999996,0.40700000000000003,0.741,4.05,0.0,646.0,2494.0,63%,18%,9%,44%,24%,7%,1.265,0.293,7.5,2.65,R,R,False,0.0
1392,Milwaukee Brewers,1,Colorado Rockies,27.0,0.0,0.261,0.3,0.414,0.713,1.59,0.0,241.0,985.0,64%,25%,13%,46%,25%,8%,0.914,0.248,13.1,3.64,R,R,False,0.0
1393,Tampa Bay Rays,1,Chicago White Sox,25.0,0.0,0.297,0.324,0.406,0.73,4.59,3.0,728.0,2731.0,61%,16%,11%,36%,26%,9%,1.295,0.265,7.0,2.1,R,L,True,2.0
1394,Cleveland Indians,1,Los Angeles Angels,29.0,1.0,0.156,0.23800000000000002,0.231,0.469,3.18,0.0,228.0,936.0,63%,17%,11%,34%,28%,11%,1.147,0.27,9.7,3.39,R,R,False,2.0
1395,Cleveland Indians,1,Los Angeles Angels,29.0,1.0,0.156,0.23800000000000002,0.231,0.469,3.18,0.0,228.0,936.0,63%,17%,11%,34%,28%,11%,1.147,0.27,9.7,3.39,R,R,False,2.0
1396,Kansas City Royals,0,Minnesota Twins,28.0,0.0,0.23199999999999998,0.27,0.43,0.7,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,R,False,3.0
1397,Baltimore Orioles,0,Texas Rangers,28.0,5.0,0.196,0.31,0.315,0.625,3.07,0.0,65.0,264.0,59%,16%,10%,39%,29%,10%,1.568,0.289,8.6,1.56,L,L,False,5.0
1398,Oakland Athletics,1,Detroit Tigers,30.0,1.0,0.21899999999999997,0.268,0.406,0.674,6.07,0.0,140.0,578.0,62%,16%,12%,39%,29%,9%,1.7530000000000001,0.35600000000000004,9.1,1.88,L,R,True,0.0
1399,Kansas City Royals,0,Minnesota Twins,24.0,0.0,0.182,0.258,0.307,0.565,8.03,0.0,114.0,429.0,63%,18%,4%,23%,30%,10%,1.6219999999999999,0.282,5.8,1.78,R,L,True,0.0
1400,Toronto Blue Jays,0,Seattle Mariners,29.0,0.0,0.255,0.284,0.42200000000000004,0.706,3.9,0.0,642.0,2292.0,67%,18%,8%,50%,25%,5%,1.261,0.297,5.6,3.1,R,R,False,3.0
1401,San Diego Padres,0,Chicago Cubs,28.0,0.0,0.253,0.308,0.342,0.649,2.8,0.0,149.0,552.0,62%,16%,9%,52%,26%,6%,1.443,0.265,5.9,1.21,L,R,True,2.0
1402,Oakland Athletics,1,Detroit Tigers,27.0,0.0,0.257,0.317,0.455,0.772,6.07,0.0,140.0,578.0,62%,16%,12%,39%,29%,9%,1.7530000000000001,0.35600000000000004,9.1,1.88,L,R,True,3.0
1403,New York Mets,1,Atlanta Braves,27.0,0.0,0.23399999999999999,0.34,0.392,0.732,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,R,False,0.0
1404,Pittsburgh Pirates,1,St. Louis Cardinals,26.0,0.0,0.24600000000000002,0.337,0.48700000000000004,0.8240000000000001,3.97,1.0,201.0,883.0,61%,15%,14%,41%,21%,6%,1.456,0.307,10.9,2.62,L,L,False,0.0
1405,Minnesota Twins,1,Kansas City Royals,24.0,0.0,0.268,0.33,0.402,0.732,3.32,0.0,88.0,369.0,61%,17%,10%,46%,28%,8%,1.246,0.255,8.7,1.62,R,S,True,8.0
1406,Arizona D'Backs,1,San Francisco Giants,30.0,0.0,0.27899999999999997,0.336,0.527,0.863,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,0.0
1407,San Francisco Giants,0,Arizona D'Backs,31.0,0.0,0.284,0.359,0.382,0.741,4.91,1.0,350.0,1480.0,62%,18%,12%,39%,27%,8%,1.4380000000000002,0.315,11.6,2.36,L,R,True,5.0
1408,Miami Marlins,0,Philadelphia Phillies,34.0,11.0,0.244,0.28800000000000003,0.301,0.588,2.13,0.0,661.0,2545.0,67%,20%,12%,51%,24%,8%,0.97,0.259,9.0,3.76,R,R,False,3.0
1409,Texas Rangers,1,Baltimore Orioles,25.0,0.0,0.256,0.33799999999999997,0.457,0.794,5.98,0.0,182.0,724.0,64%,12%,18%,46%,31%,6%,1.5490000000000002,0.381,12.8,2.76,L,S,True,16.0
1410,Philadelphia Phillies,1,Miami Marlins,25.0,0.0,0.34600000000000003,0.37,0.5,0.87,4.35,3.0,471.0,1977.0,63%,17%,11%,33%,30%,11%,1.368,0.268,7.5,1.78,R,S,True,0.0
1411,Cleveland Indians,1,Los Angeles Angels,25.0,0.0,0.295,0.408,0.616,1.024,3.18,0.0,228.0,936.0,63%,17%,11%,34%,28%,11%,1.147,0.27,9.7,3.39,R,S,True,22.0
1412,Cleveland Indians,1,Los Angeles Angels,25.0,0.0,0.295,0.408,0.616,1.024,3.18,0.0,228.0,936.0,63%,17%,11%,34%,28%,11%,1.147,0.27,9.7,3.39,R,R,False,22.0
1413,Cleveland Indians,1,Los Angeles Angels,25.0,0.0,0.295,0.408,0.616,1.024,3.18,0.0,228.0,936.0,63%,17%,11%,34%,28%,11%,1.147,0.27,9.7,3.39,R,S,True,22.0
1414,Cleveland Indians,1,Los Angeles Angels,25.0,0.0,0.295,0.408,0.616,1.024,3.18,0.0,228.0,936.0,63%,17%,11%,34%,28%,11%,1.147,0.27,9.7,3.39,R,R,False,22.0
1416,Houston Astros,0,Los Angeles Dodgers,31.0,0.0,0.242,0.315,0.401,0.716,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,L,True,0.0
1417,Washington Nationals,1,Cincinnati Reds,28.0,0.0,0.29100000000000004,0.35200000000000004,0.49700000000000005,0.85,5.17,2.0,184.0,682.0,61%,14%,11%,46%,30%,9%,1.8259999999999998,0.325,6.1,0.93,L,R,True,3.0
1418,San Diego Padres,0,Chicago Cubs,26.0,0.0,0.244,0.304,0.484,0.7879999999999999,2.8,0.0,149.0,552.0,62%,16%,9%,52%,26%,6%,1.443,0.265,5.9,1.21,L,R,True,21.0
1419,San Diego Padres,0,Chicago Cubs,20.0,0.0,0.235,0.287,0.451,0.738,2.8,0.0,149.0,552.0,62%,16%,9%,52%,26%,6%,1.443,0.265,5.9,1.21,L,R,True,17.0
1420,New York Mets,1,Atlanta Braves,35.0,1.0,0.20199999999999999,0.27399999999999997,0.337,0.61,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,S,True,2.0
1421,Detroit Tigers,0,Oakland Athletics,23.0,0.0,0.226,0.244,0.268,0.512,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,S,True,0.0
1422,Baltimore Orioles,0,Texas Rangers,27.0,5.0,0.22699999999999998,0.28800000000000003,0.42,0.708,3.07,0.0,65.0,264.0,59%,16%,10%,39%,29%,10%,1.568,0.289,8.6,1.56,L,R,True,4.0
1423,Miami Marlins,0,Philadelphia Phillies,26.0,0.0,0.231,0.27,0.397,0.6679999999999999,2.13,0.0,661.0,2545.0,67%,20%,12%,51%,24%,8%,0.97,0.259,9.0,3.76,R,L,True,0.0
1424,Chicago Cubs,1,San Diego Padres,28.0,0.0,0.268,0.366,0.45899999999999996,0.825,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,L,True,5.0
1426,Texas Rangers,1,Baltimore Orioles,26.0,0.0,0.183,0.28300000000000003,0.247,0.53,5.98,0.0,182.0,724.0,64%,12%,18%,46%,31%,6%,1.5490000000000002,0.381,12.8,2.76,L,L,False,11.0
1427,New York Yankees,0,Boston Red Sox,33.0,0.0,0.114,0.205,0.2,0.405,4.15,0.0,74.0,303.0,64%,18%,9%,34%,26%,15%,1.327,0.3,7.8,3.0,R,,True,4.0
1428,Detroit Tigers,0,Oakland Athletics,26.0,0.0,0.209,0.248,0.273,0.521,1.6,0.0,240.0,908.0,64%,14%,14%,48%,23%,7%,1.016,0.22899999999999998,9.4,2.5,R,R,False,2.0
1429,Pittsburgh Pirates,1,St. Louis Cardinals,33.0,0.0,0.162,0.275,0.311,0.586,3.97,1.0,201.0,883.0,61%,15%,14%,41%,21%,6%,1.456,0.307,10.9,2.62,L,,True,0.0
1430,Miami Marlins,0,Philadelphia Phillies,29.0,0.0,0.256,0.304,0.358,0.662,2.13,0.0,661.0,2545.0,67%,20%,12%,51%,24%,8%,0.97,0.259,9.0,3.76,R,R,False,0.0
1432,New York Yankees,0,Boston Red Sox,29.0,0.0,0.25,0.3,0.426,0.727,4.15,0.0,74.0,303.0,64%,18%,9%,34%,26%,15%,1.327,0.3,7.8,3.0,R,R,False,7.0
1433,New York Mets,1,Atlanta Braves,22.0,0.0,0.242,0.285,0.361,0.6459999999999999,2.58,0.0,214.0,881.0,64%,15%,14%,44%,27%,6%,1.051,0.29600000000000004,11.4,4.4,R,R,False,13.0
1434,Minnesota Twins,1,Kansas City Royals,26.0,0.0,0.29100000000000004,0.32899999999999996,0.486,0.815,3.32,0.0,88.0,369.0,61%,17%,10%,46%,28%,8%,1.246,0.255,8.7,1.62,R,L,True,0.0
1435,Chicago Cubs,1,San Diego Padres,24.0,5.0,0.259,0.326,0.359,0.685,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,R,False,0.0
1436,Chicago White Sox,0,Tampa Bay Rays,26.0,0.0,0.24600000000000002,0.311,0.38299999999999995,0.6940000000000001,3.84,0.0,510.0,1961.0,65%,17%,8%,38%,28%,9%,1.262,0.28,8.0,2.68,L,,True,0.0
1437,Minnesota Twins,1,Kansas City Royals,25.0,0.0,0.21,0.285,0.41200000000000003,0.6970000000000001,3.32,0.0,88.0,369.0,61%,17%,10%,46%,28%,8%,1.246,0.255,8.7,1.62,R,R,False,8.0
1438,Philadelphia Phillies,1,Miami Marlins,32.0,0.0,0.21899999999999997,0.35,0.39899999999999997,0.7490000000000001,4.35,3.0,471.0,1977.0,63%,17%,11%,33%,30%,11%,1.368,0.268,7.5,1.78,R,S,True,6.0
1439,Milwaukee Brewers,1,Colorado Rockies,26.0,0.0,0.23600000000000002,0.267,0.423,0.69,1.59,0.0,241.0,985.0,64%,25%,13%,46%,25%,8%,0.914,0.248,13.1,3.64,R,R,False,3.0
1440,Chicago Cubs,1,San Diego Padres,25.0,0.0,0.23800000000000002,0.353,0.45799999999999996,0.8109999999999999,2.16,0.0,202.0,824.0,66%,13%,16%,44%,26%,9%,0.98,0.282,12.6,5.38,R,L,True,0.0
1441,Seattle Mariners,1,Toronto Blue Jays,30.0,0.0,0.221,0.271,0.406,0.677,7.2,0.0,91.0,371.0,63%,16%,14%,30%,39%,5%,1.8,0.423,10.8,2.4,,L,True,28.0
1442,Seattle Mariners,1,Toronto Blue Jays,28.0,0.0,0.315,0.344,0.434,0.778,7.2,0.0,91.0,371.0,63%,16%,14%,30%,39%,5%,1.8,0.423,10.8,2.4,,R,True,13.0
1443,Oakland Athletics,1,Detroit Tigers,27.0,0.0,0.265,0.32299999999999995,0.387,0.71,6.07,0.0,140.0,578.0,62%,16%,12%,39%,29%,9%,1.7530000000000001,0.35600000000000004,9.1,1.88,L,R,True,4.0
1444,Milwaukee Brewers,1,Colorado Rockies,28.0,0.0,0.24600000000000002,0.337,0.484,0.821,1.59,0.0,241.0,985.0,64%,25%,13%,46%,25%,8%,0.914,0.248,13.1,3.64,R,L,True,17.0
1445,Miami Marlins,0,Philadelphia Phillies,22.0,0.0,0.16899999999999998,0.16899999999999998,0.193,0.361,2.13,0.0,661.0,2545.0,67%,20%,12%,51%,24%,8%,0.97,0.259,9.0,3.76,R,L,True,0.0
1446,Los Angeles Angels,0,Cleveland Indians,28.0,0.0,0.295,0.344,0.41600000000000004,0.76,3.13,0.0,101.0,375.0,65%,24%,14%,52%,19%,2%,1.261,0.306,12.9,2.54,L,R,True,8.0
1447,Los Angeles Angels,0,Cleveland Indians,28.0,0.0,0.295,0.344,0.41600000000000004,0.76,3.13,0.0,101.0,375.0,65%,24%,14%,52%,19%,2%,1.261,0.306,12.9,2.54,L,R,True,8.0
1448,San Francisco Giants,0,Arizona D'Backs,25.0,0.0,0.27699999999999997,0.38299999999999995,0.345,0.728,4.91,1.0,350.0,1480.0,62%,18%,12%,39%,27%,8%,1.4380000000000002,0.315,11.6,2.36,L,R,True,3.0
1449,Tampa Bay Rays,1,Chicago White Sox,25.0,1.0,0.307,0.377,0.433,0.81,4.59,3.0,728.0,2731.0,61%,16%,11%,36%,26%,9%,1.295,0.265,7.0,2.1,R,L,True,19.0
1450,Toronto Blue Jays,0,Seattle Mariners,31.0,0.0,0.251,0.358,0.45899999999999996,0.8170000000000001,3.9,0.0,642.0,2292.0,67%,18%,8%,50%,25%,5%,1.261,0.297,5.6,3.1,R,S,True,5.0
1451,Toronto Blue Jays,0,Seattle Mariners,30.0,13.0,0.23399999999999999,0.28800000000000003,0.39799999999999996,0.6859999999999999,3.9,0.0,642.0,2292.0,67%,18%,8%,50%,25%,5%,1.261,0.297,5.6,3.1,R,S,True,5.0
1452,Washington Nationals,1,Cincinnati Reds,19.0,0.0,0.28800000000000003,0.40700000000000003,0.51,0.9179999999999999,5.17,2.0,184.0,682.0,61%,14%,11%,46%,30%,9%,1.8259999999999998,0.325,6.1,0.93,L,L,False,4.0
1453,Arizona D'Backs,1,San Francisco Giants,29.0,0.0,0.247,0.316,0.4,0.716,2.77,0.0,221.0,807.0,69%,17%,12%,45%,24%,7%,1.084,0.299,8.8,4.5,L,R,True,16.0
1454,Seattle Mariners,1,Toronto Blue Jays,34.0,0.0,0.27699999999999997,0.355,0.44,0.795,7.2,0.0,91.0,371.0,63%,16%,14%,30%,39%,5%,1.8,0.423,10.8,2.4,,L,True,5.0
1455,San Diego Padres,0,Chicago Cubs,27.0,0.0,0.24100000000000002,0.297,0.39,0.687,2.8,0.0,149.0,552.0,62%,16%,9%,52%,26%,6%,1.443,0.265,5.9,1.21,L,L,False,7.0
1456,Houston Astros,0,Los Angeles Dodgers,28.0,5.0,0.249,0.33299999999999996,0.43,0.763,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,R,False,16.0
1457,New York Yankees,0,Boston Red Sox,28.0,0.0,0.285,0.35700000000000004,0.539,0.895,4.15,0.0,74.0,303.0,64%,18%,9%,34%,26%,15%,1.327,0.3,7.8,3.0,R,R,False,8.0
1458,Houston Astros,0,Los Angeles Dodgers,27.0,3.0,0.233,0.318,0.41,0.727,2.72,0.0,227.0,895.0,68%,16%,14%,37%,25%,13%,0.976,0.22699999999999998,10.1,4.5,R,R,False,2.0
1459,Colorado Rockies,0,Milwaukee Brewers,25.0,0.0,0.294,0.348,0.5479999999999999,0.897,2.38,0.0,191.0,791.0,66%,15%,15%,35%,32%,14%,1.147,0.313,11.5,4.46,R,R,False,25.0
1461,Cincinnati Reds,0,Washington Nationals,26.0,0.0,0.294,0.376,0.56,0.935,4.05,0.0,646.0,2494.0,63%,18%,9%,44%,24%,7%,1.265,0.293,7.5,2.65,R,R,False,6.0
1462,Tampa Bay Rays,1,Chicago White Sox,30.0,1.0,0.209,0.248,0.237,0.486,4.59,3.0,728.0,2731.0,61%,16%,11%,36%,26%,9%,1.295,0.265,7.0,2.1,R,R,False,0.0
1463,Atlanta Braves,0,New York Mets,34.0,3.0,0.261,0.325,0.426,0.7509999999999999,4.68,0.0,213.0,907.0,67%,17%,10%,30%,29%,8%,1.32,0.312,9.0,3.33,R,R,False,0.0
1464,Atlanta Braves,0,New York Mets,24.0,0.0,0.243,0.298,0.405,0.703,4.68,0.0,213.0,907.0,67%,17%,10%,30%,29%,8%,1.32,0.312,9.0,3.33,R,R,False,3.0
1465,Los Angeles Dodgers,1,Houston Astros,27.0,0.0,0.249,0.324,0.439,0.763,3.14,0.0,244.0,933.0,67%,17%,17%,52%,22%,2%,1.238,0.34600000000000003,12.9,4.32,R,R,False,0.0
1466,Washington Nationals,1,Cincinnati Reds,27.0,0.0,0.233,0.295,0.37,0.665,5.17,2.0,184.0,682.0,61%,14%,11%,46%,30%,9%,1.8259999999999998,0.325,6.1,0.93,L,R,True,0.0
1468,Milwaukee Brewers,1,Colorado Rockies,31.0,0.0,0.22399999999999998,0.306,0.502,0.8079999999999999,1.59,0.0,241.0,985.0,64%,25%,13%,46%,25%,8%,0.914,0.248,13.1,3.64,R,L,True,0.0
1469,New York Yankees,0,Boston Red Sox,21.0,0.0,0.264,0.331,0.48100000000000004,0.812,4.15,0.0,74.0,303.0,64%,18%,9%,34%,26%,15%,1.327,0.3,7.8,3.0,R,R,False,6.0
1470,Toronto Blue Jays,0,Seattle Mariners,27.0,0.0,0.231,0.276,0.379,0.655,3.9,0.0,642.0,2292.0,67%,18%,8%,50%,25%,5%,1.261,0.297,5.6,3.1,R,R,False,3.0
